,MP-ID,Cluster_ID,cluster_size,sublattice_element,dbcv_cluster,probabilities
12230,mp-573855,-1,24875,La,0.846819876,0
12231,mp-573888,-1,24875,Cl,0.846819876,0
12232,mp-573947,-1,24875,Mn,0.846819876,0
12233,mp-573974,-1,24875,Cl,0.846819876,0
12234,mp-574021,-1,24875,Ce,0.846819876,0
12235,mp-574040,-1,24875,Br,0.846819876,0
12236,mp-574060,-1,24875,N,0.846819876,0
12237,mp-574086,-1,24875,Br,0.846819876,0
12238,mp-574112,-1,24875,Ti,0.846819876,0
12239,mp-574122,-1,24875,U,0.846819876,0
12240,mp-574138,-1,24875,Te,0.846819876,0
12241,mp-574148,-1,24875,K,0.846819876,0
12242,mp-574159,-1,24875,Ce,0.846819876,0
12243,mp-574224,-1,24875,Te,0.846819876,0
12244,mp-574244,100,295,Ce,0.554631053,1
12245,mp-574262,-1,24875,Ce,0.846819876,0
12246,mp-574272,-1,24875,Pb,0.846819876,0
12247,mp-574273,-1,24875,Co,0.846819876,0
12248,mp-574283,173,107,Gd,0.352874125,1
12249,mp-574339,-1,24875,Ni,0.846819876,0
12250,mp-574424,-1,24875,N,0.846819876,0
12251,mp-574426,81,47,Ce,0.579836121,1
12252,mp-574448,-1,24875,Gd,0.846819876,0
12253,mp-574458,-1,24875,Re,0.846819876,0
12254,mp-574472,81,47,Ce,0.579836121,1
12255,mp-574485,-1,24875,Se,0.846819876,0
12256,mp-574498,-1,24875,Bi,0.846819876,0
12257,mp-574507,126,14,Eu,0.835975294,1
12258,mp-574529,-1,24875,Cl,0.846819876,0
12259,mp-574571,-1,24875,Cl,0.846819876,0
12260,mp-574580,-1,24875,Pd,0.846819876,0
12261,mp-574663,-1,24875,I,0.846819876,0
12262,mp-574684,-1,24875,As,0.846819876,0
12263,mp-574909,-1,24875,K,0.846819876,0
12264,mp-574928,-1,24875,O,0.846819876,0
12265,mp-578723,-1,24875,U,0.846819876,0
12266,mp-578752,-1,24875,Sb,0.846819876,0
12267,mp-578882,-1,24875,I,0.846819876,0
12268,mp-579058,-1,24875,S,0.846819876,0
12269,mp-579071,-1,24875,Eu,0.846819876,0
12270,mp-579188,-1,24875,Ce,0.846819876,0
12271,mp-579224,-1,24875,S,0.846819876,0
12272,mp-579536,30,22,Cu,0.723781278,1
12273,mp-579552,-1,24875,O,0.846819876,0
12274,mp-579605,169,214,Eu,0.308432577,0.757179802
12275,mp-579628,-1,24875,Gd,0.846819876,0
12276,mp-579637,-1,24875,Sb,0.846819876,0
12277,mp-579812,-1,24875,Ce,0.846819876,0
12278,mp-580092,9,38,Ni,0.860609254,1
12279,mp-580140,9,38,Co,0.860609254,1
12280,mp-580154,69,95,Gd,0.480571194,1
12281,mp-580155,-1,24875,Cr,0.846819876,0
12282,mp-580161,-1,24875,Bi,0.846819876,0
12283,mp-580215,-1,24875,Ce,0.846819876,0
12284,mp-580236,107,493,Eu,0.439191259,1
12285,mp-580324,-1,24875,Ce,0.846819876,0
12286,mp-580327,88,24,Ni,0.380060699,1
12287,mp-580329,149,142,Pu,0.353649831,0.957756667
12288,mp-580439,95,57,U,0.634396917,0.231947354
12289,mp-580480,-1,24875,Mn,0.846819876,0
12290,mp-580539,149,142,Gd,0.353649831,0.875551828
12291,mp-580541,-1,24875,Cl,0.846819876,0
12292,mp-580589,-1,24875,Cl,0.846819876,0
12293,mp-580597,142,27,Cr,0.779785477,0.493872127
12294,mp-580631,150,40,Cl,0.44833703,1
12295,mp-580731,91,48,Eu,0.498253146,0.498599925
12296,mp-580744,9,38,Ni,0.860609254,0.824593935
12297,mp-580748,-1,24875,Re,0.846819876,0
12298,mp-580962,-1,24875,I,0.846819876,0
12299,mp-580999,-1,24875,Ni,0.846819876,0
12300,mp-581026,-1,24875,Mn,0.846819876,0
12301,mp-581114,-1,24875,O,0.846819876,0
12302,mp-581138,-1,24875,O,0.846819876,0
12303,mp-581156,-1,24875,Cs,0.846819876,0
12304,mp-581162,-1,24875,O,0.846819876,0
12305,mp-581165,-1,24875,Cs,0.846819876,0
12306,mp-581173,-1,24875,Si,0.846819876,0
12307,mp-581174,-1,24875,O,0.846819876,0
12308,mp-581188,-1,24875,O,0.846819876,0
12309,mp-581194,-1,24875,O,0.846819876,0
12310,mp-581225,-1,24875,O,0.846819876,0
12311,mp-581229,-1,24875,O,0.846819876,0
12312,mp-581276,-1,24875,Cu,0.846819876,0
12313,mp-581301,-1,24875,Li,0.846819876,0
12314,mp-581303,33,75,Cu,0.410544059,0.748981464
12315,mp-581370,-1,24875,Cu,0.846819876,0
12316,mp-581403,-1,24875,F,0.846819876,0
12317,mp-581449,-1,24875,Re,0.846819876,0
12318,mp-581457,-1,24875,Hg,0.846819876,0
12319,mp-581471,-1,24875,Co,0.846819876,0
12320,mp-581488,-1,24875,Sb,0.846819876,0
12321,mp-581510,52,27,La,0.092154333,0.935506171
12322,mp-581517,-1,24875,Se,0.846819876,0
12323,mp-581536,-1,24875,U,0.846819876,0
12324,mp-581584,-1,24875,Cs,0.846819876,0
12325,mp-581586,-1,24875,S,0.846819876,0
12326,mp-581609,-1,24875,O,0.846819876,0
12327,mp-581635,-1,24875,Mo,0.846819876,0
12328,mp-581639,-1,24875,N,0.846819876,0
12329,mp-581644,-1,24875,O,0.846819876,0
12330,mp-581736,100,295,Eu,0.554631053,1
12331,mp-581738,-1,24875,Se,0.846819876,0
12332,mp-581747,-1,24875,Pu,0.846819876,0
12333,mp-581754,100,295,Eu,0.554631053,1
12334,mp-581775,-1,24875,Pb,0.846819876,0
12335,mp-581778,-1,24875,Ce,0.846819876,0
12336,mp-581795,-1,24875,O,0.846819876,0
12337,mp-581805,-1,24875,Ni,0.846819876,0
12338,mp-581834,-1,24875,N,0.846819876,0
12339,mp-581857,-1,24875,F,0.846819876,0
12340,mp-581862,-1,24875,O,0.846819876,0
12341,mp-581868,-1,24875,O,0.846819876,0
12342,mp-581875,-1,24875,O,0.846819876,0
12343,mp-581877,-1,24875,O,0.846819876,0
12344,mp-581887,-1,24875,F,0.846819876,0
12345,mp-581922,-1,24875,Mo,0.846819876,0
12346,mp-581934,149,142,Pu,0.353649831,0.85292052
12347,mp-581941,-1,24875,Sm,0.846819876,0
12348,mp-581967,-1,24875,Nb,0.846819876,0
12349,mp-582011,-1,24875,Ce,0.846819876,0
12350,mp-582023,-1,24875,Fe,0.846819876,0
12351,mp-582029,69,95,Gd,0.480571194,0.526287594
12352,mp-582055,-1,24875,Ni,0.846819876,0
12353,mp-582067,-1,24875,Hf,0.846819876,0
12354,mp-582076,-1,24875,W,0.846819876,0
12355,mp-582080,-1,24875,Cl,0.846819876,0
12356,mp-582081,-1,24875,Cl,0.846819876,0
12357,mp-582108,-1,24875,Bi,0.846819876,0
12358,mp-582119,52,27,Tb,0.092154333,1
12359,mp-582142,110,45,Ce,0.656508826,1
12360,mp-582146,-1,24875,Nb,0.846819876,0
12361,mp-582182,-1,24875,As,0.846819876,0
12362,mp-582185,-1,24875,As,0.846819876,0
12363,mp-582227,106,72,Eu,0.754067142,0.421122625
12364,mp-582245,-1,24875,Ce,0.846819876,0
12365,mp-582278,52,27,Tm,0.092154333,0.932297642
12366,mp-582282,127,25,Gd,0.556553051,0.937030368
12367,mp-582295,107,493,Fe,0.439191259,0.870565703
12368,mp-582357,100,295,Eu,0.554631053,1
12369,mp-582360,-1,24875,Ta,0.846819876,0
12370,mp-582367,-1,24875,Ni,0.846819876,0
12371,mp-582378,-1,24875,O,0.846819876,0
12372,mp-582389,-1,24875,Eu,0.846819876,0
12373,mp-582394,3,16,Co,0.748826836,1
12374,mp-582399,-1,24875,Pu,0.846819876,0
12375,mp-582406,-1,24875,Gd,0.846819876,0
12376,mp-582421,81,47,U,0.579836121,1
12377,mp-582433,100,295,Gd,0.554631053,1
12378,mp-582444,-1,24875,Os,0.846819876,0
12379,mp-582483,-1,24875,O,0.846819876,0
12380,mp-582540,-1,24875,Eu,0.846819876,0
12381,mp-582587,-1,24875,I,0.846819876,0
12382,mp-582618,-1,24875,Eu,0.846819876,0
12383,mp-582635,-1,24875,U,0.846819876,0
12384,mp-582648,-1,24875,Re,0.846819876,0
12385,mp-582663,-1,24875,Cu,0.846819876,0
12386,mp-582719,9,38,Ni,0.860609254,1
12387,mp-582723,-1,24875,As,0.846819876,0
12388,mp-582736,106,72,Eu,0.754067142,1
12389,mp-582751,-1,24875,Co,0.846819876,0
12390,mp-582753,-1,24875,Te,0.846819876,0
12391,mp-582759,9,38,Ni,0.860609254,1
12392,mp-582767,143,64,Cu,0.749516947,0.749421318
12393,mp-582774,-1,24875,Ce,0.846819876,0
12394,mp-582799,100,295,Eu,0.554631053,0.746397806
12395,mp-582819,-1,24875,Pu,0.846819876,0
12396,mp-582924,14,19,Fe,0.803867331,1
12397,mp-582968,-1,24875,Bi,0.846819876,0
12398,mp-582984,-1,24875,Fe,0.846819876,0
12399,mp-582988,-1,24875,Bi,0.846819876,0
12400,mp-583072,38,22,S,0.468463758,1
12401,mp-583084,-1,24875,S,0.846819876,0
12402,mp-583193,-1,24875,Se,0.846819876,0
12403,mp-583221,-1,24875,Se,0.846819876,0
12404,mp-583224,-1,24875,Eu,0.846819876,0
12405,mp-583278,-1,24875,Mo,0.846819876,0
12406,mp-583297,-1,24875,S,0.846819876,0
12407,mp-583429,-1,24875,Cu,0.846819876,0
12408,mp-583454,-1,24875,O,0.846819876,0
12409,mp-583463,-1,24875,Cl,0.846819876,0
12410,mp-583506,-1,24875,O,0.846819876,0
12411,mp-583553,-1,24875,Mo,0.846819876,0
12412,mp-583589,-1,24875,Br,0.846819876,0
12413,mp-583606,-1,24875,O,0.846819876,0
12414,mp-583615,-1,24875,As,0.846819876,0
12415,mp-583645,-1,24875,Sn,0.846819876,0
12416,mp-583646,-1,24875,O,0.846819876,0
12417,mp-583684,-1,24875,Eu,0.846819876,0
12418,mp-583712,-1,24875,N,0.846819876,0
12419,mp-583740,-1,24875,Zr,0.846819876,0
12420,mp-583800,5,40,Zr,0.976662546,1
12421,mp-583981,-1,24875,O,0.846819876,0
12422,mp-584012,-1,24875,O,0.846819876,0
12423,mp-584094,-1,24875,O,0.846819876,0
12424,mp-584116,-1,24875,O,0.846819876,0
12425,mp-584122,18,69,Co,0.441109953,1
12426,mp-584129,-1,24875,O,0.846819876,0
12427,mp-584134,-1,24875,O,0.846819876,0
12428,mp-584429,-1,24875,O,0.846819876,0
12429,mp-584674,-1,24875,Co,0.846819876,0
12430,mp-585226,-1,24875,O,0.846819876,0
12431,mp-585241,-1,24875,O,0.846819876,0
12432,mp-585250,-1,24875,O,0.846819876,0
12433,mp-585265,-1,24875,O,0.846819876,0
12434,mp-585266,-1,24875,Mn,0.846819876,0
12435,mp-585305,-1,24875,O,0.846819876,0
12436,mp-585354,-1,24875,Cr,0.846819876,0
12437,mp-585400,-1,24875,Fe,0.846819876,0
12438,mp-585408,-1,24875,O,0.846819876,0
12439,mp-585476,-1,24875,Cs,0.846819876,0
12440,mp-585516,-1,24875,O,0.846819876,0
12441,mp-585963,-1,24875,Se,0.846819876,0
12442,mp-585964,-1,24875,Cl,0.846819876,0
12443,mp-586092,-1,24875,Fe,0.846819876,0
12444,mp-600003,-1,24875,O,0.846819876,0
12445,mp-600005,-1,24875,O,0.846819876,0
12446,mp-600007,-1,24875,O,0.846819876,0
12447,mp-600014,-1,24875,O,0.846819876,0
12448,mp-600015,-1,24875,O,0.846819876,0
12449,mp-600016,-1,24875,O,0.846819876,0
12450,mp-600018,-1,24875,O,0.846819876,0
12451,mp-600023,-1,24875,O,0.846819876,0
12452,mp-600024,-1,24875,O,0.846819876,0
12453,mp-600026,-1,24875,O,0.846819876,0
12454,mp-600027,-1,24875,O,0.846819876,0
12455,mp-600028,-1,24875,O,0.846819876,0
12456,mp-600029,-1,24875,O,0.846819876,0
12457,mp-600032,-1,24875,O,0.846819876,0
12458,mp-600037,-1,24875,O,0.846819876,0
12459,mp-600038,-1,24875,O,0.846819876,0
12460,mp-600041,-1,24875,O,0.846819876,0
12461,mp-600045,-1,24875,O,0.846819876,0
12462,mp-600049,-1,24875,O,0.846819876,0
12463,mp-600050,-1,24875,O,0.846819876,0
12464,mp-600051,-1,24875,O,0.846819876,0
12465,mp-600052,-1,24875,O,0.846819876,0
12466,mp-600053,-1,24875,O,0.846819876,0
12467,mp-600059,-1,24875,O,0.846819876,0
12468,mp-600060,-1,24875,O,0.846819876,0
12469,mp-600061,-1,24875,O,0.846819876,0
12470,mp-600063,-1,24875,O,0.846819876,0
12471,mp-600065,-1,24875,O,0.846819876,0
12472,mp-600067,-1,24875,O,0.846819876,0
12473,mp-600071,-1,24875,O,0.846819876,0
12474,mp-600078,-1,24875,O,0.846819876,0
12475,mp-600084,-1,24875,O,0.846819876,0
12476,mp-600091,-1,24875,O,0.846819876,0
12477,mp-600111,-1,24875,O,0.846819876,0
12478,mp-600152,-1,24875,O,0.846819876,0
12479,mp-600156,-1,24875,Rh,0.846819876,0
12480,mp-600167,-1,24875,Cu,0.846819876,0
12481,mp-600168,-1,24875,S,0.846819876,0
12482,mp-600169,-1,24875,O,0.846819876,0
12483,mp-600171,-1,24875,N,0.846819876,0
12484,mp-600174,-1,24875,O,0.846819876,0
12485,mp-600181,-1,24875,Cl,0.846819876,0
12486,mp-600182,-1,24875,Br,0.846819876,0
12487,mp-600186,-1,24875,Mn,0.846819876,0
12488,mp-600190,-1,24875,Cl,0.846819876,0
12489,mp-600191,-1,24875,B,0.846819876,0
12490,mp-600193,-1,24875,Pt,0.846819876,0
12491,mp-600202,-1,24875,Cl,0.846819876,0
12492,mp-600205,-1,24875,S,0.846819876,0
12493,mp-600208,-1,24875,O,0.846819876,0
12494,mp-600215,-1,24875,O,0.846819876,0
12495,mp-600216,-1,24875,U,0.846819876,0
12496,mp-600217,-1,24875,Br,0.846819876,0
12497,mp-600220,-1,24875,O,0.846819876,0
12498,mp-600228,-1,24875,Cl,0.846819876,0
12499,mp-600232,-1,24875,Np,0.846819876,0
12500,mp-600237,-1,24875,O,0.846819876,0
12501,mp-600242,-1,24875,Br,0.846819876,0
12502,mp-600347,-1,24875,Os,0.846819876,0
12503,mp-600366,-1,24875,Se,0.846819876,0
12504,mp-600371,-1,24875,S,0.846819876,0
12505,mp-600428,-1,24875,Mn,0.846819876,0
12506,mp-600480,-1,24875,Y,0.846819876,0
12507,mp-600520,-1,24875,Cu,0.846819876,0
12508,mp-600576,-1,24875,Gd,0.846819876,0
12509,mp-600622,131,22,Eu,0.708988752,0.941350827
12510,mp-600663,-1,24875,Ce,0.846819876,0
12511,mp-601178,-1,24875,O,0.846819876,0
12512,mp-601182,-1,24875,V,0.846819876,0
12513,mp-601202,-1,24875,O,0.846819876,0
12514,mp-601210,-1,24875,O,0.846819876,0
12515,mp-601211,-1,24875,N,0.846819876,0
12516,mp-601226,63,282,O,0.212178071,0.090615398
12517,mp-601241,-1,24875,O,0.846819876,0
12518,mp-601243,-1,24875,O,0.846819876,0
12519,mp-601268,-1,24875,Fe,0.846819876,0
12520,mp-601292,-1,24875,O,0.846819876,0
12521,mp-601334,-1,24875,K,0.846819876,0
12522,mp-601348,-1,24875,O,0.846819876,0
12523,mp-601371,-1,24875,Gd,0.846819876,0
12524,mp-601377,-1,24875,O,0.846819876,0
12525,mp-601383,-1,24875,Se,0.846819876,0
12526,mp-601400,-1,24875,Co,0.846819876,0
12527,mp-601420,-1,24875,Ce,0.846819876,0
12528,mp-601716,-1,24875,Fe,0.846819876,0
12529,mp-601774,-1,24875,F,0.846819876,0
12530,mp-601833,-1,24875,Fe,0.846819876,0
12531,mp-601842,-1,24875,Co,0.846819876,0
12532,mp-601848,-1,24875,Fe,0.846819876,0
12533,mp-601852,-1,24875,La,0.846819876,0
12534,mp-601867,-1,24875,P,0.846819876,0
12535,mp-601882,-1,24875,O,0.846819876,0
12536,mp-601924,-1,24875,I,0.846819876,0
12537,mp-601952,169,214,Fe,0.308432577,0.75172451
12538,mp-602328,-1,24875,Ce,0.846819876,0
12539,mp-602393,-1,24875,Ni,0.846819876,0
12540,mp-603245,-1,24875,O,0.846819876,0
12541,mp-603254,-1,24875,Cl,0.846819876,0
12542,mp-603276,-1,24875,Cu,0.846819876,0
12543,mp-603326,28,50,Gd,0.556914439,1
12544,mp-603327,-1,24875,O,0.846819876,0
12545,mp-603406,-1,24875,N,0.846819876,0
12546,mp-603414,-1,24875,O,0.846819876,0
12547,mp-603572,-1,24875,O,0.846819876,0
12548,mp-603575,-1,24875,O,0.846819876,0
12549,mp-603612,-1,24875,O,0.846819876,0
12550,mp-603633,-1,24875,O,0.846819876,0
12551,mp-603888,-1,24875,O,0.846819876,0
12552,mp-603907,-1,24875,O,0.846819876,0
12553,mp-603934,-1,24875,Fe,0.846819876,0
12554,mp-603935,-1,24875,O,0.846819876,0
12555,mp-603946,63,282,Ag,0.212178071,0.11873546
12556,mp-604008,-1,24875,Ce,0.846819876,0
12557,mp-604119,-1,24875,O,0.846819876,0
12558,mp-604120,-1,24875,O,0.846819876,0
12559,mp-604147,-1,24875,N,0.846819876,0
12560,mp-604254,-1,24875,U,0.846819876,0
12561,mp-604273,-1,24875,Cu,0.846819876,0
12562,mp-604304,-1,24875,Br,0.846819876,0
12563,mp-604368,-1,24875,O,0.846819876,0
12564,mp-604378,52,27,Tb,0.092154333,1
12565,mp-604453,173,107,Ce,0.352874125,0.140454415
12566,mp-604459,-1,24875,O,0.846819876,0
12567,mp-604486,-1,24875,B,0.846819876,0
12568,mp-604496,-1,24875,Ce,0.846819876,0
12569,mp-604537,-1,24875,Ni,0.846819876,0
12570,mp-604583,-1,24875,Rb,0.846819876,0
12571,mp-604594,-1,24875,Ce,0.846819876,0
12572,mp-604694,-1,24875,O,0.846819876,0
12573,mp-604702,-1,24875,N,0.846819876,0
12574,mp-604717,-1,24875,O,0.846819876,0
12575,mp-604773,-1,24875,Mo,0.846819876,0
12576,mp-604909,-1,24875,O,0.846819876,0
12577,mp-604964,-1,24875,N,0.846819876,0
12578,mp-604978,-1,24875,Ni,0.846819876,0
12579,mp-604996,43,20,Cu,0.698356717,1
12580,mp-604998,-1,24875,Br,0.846819876,0
12581,mp-605006,-1,24875,O,0.846819876,0
12582,mp-605018,-1,24875,Ag,0.846819876,0
12583,mp-605034,150,40,F,0.44833703,0.918880192
12584,mp-605047,-1,24875,P,0.846819876,0
12585,mp-605052,-1,24875,W,0.846819876,0
12586,mp-605060,131,22,Ce,0.708988752,1
12587,mp-605078,-1,24875,Sn,0.846819876,0
12588,mp-605088,-1,24875,C,0.846819876,0
12589,mp-605091,-1,24875,O,0.846819876,0
12590,mp-605108,-1,24875,O,0.846819876,0
12591,mp-605120,-1,24875,Cu,0.846819876,0
12592,mp-605172,-1,24875,Cu,0.846819876,0
12593,mp-605173,-1,24875,Br,0.846819876,0
12594,mp-605239,-1,24875,O,0.846819876,0
12595,mp-605252,33,75,Co,0.410544059,0.797596092
12596,mp-605333,-1,24875,Cu,0.846819876,0
12597,mp-605340,-1,24875,O,0.846819876,0
12598,mp-605344,-1,24875,O,0.846819876,0
12599,mp-605347,-1,24875,O,0.846819876,0
12600,mp-605374,-1,24875,O,0.846819876,0
12601,mp-605406,-1,24875,O,0.846819876,0
12602,mp-605461,-1,24875,S,0.846819876,0
12603,mp-605485,-1,24875,Fe,0.846819876,0
12604,mp-605486,-1,24875,O,0.846819876,0
12605,mp-605642,-1,24875,O,0.846819876,0
12606,mp-605659,-1,24875,I,0.846819876,0
12607,mp-605663,-1,24875,Pd,0.846819876,0
12608,mp-605665,-1,24875,Ru,0.846819876,0
12609,mp-605676,-1,24875,O,0.846819876,0
12610,mp-605684,-1,24875,O,0.846819876,0
12611,mp-605691,-1,24875,O,0.846819876,0
12612,mp-605694,-1,24875,O,0.846819876,0
12613,mp-605771,-1,24875,O,0.846819876,0
12614,mp-605786,-1,24875,Eu,0.846819876,0
12615,mp-605808,-1,24875,S,0.846819876,0
12616,mp-605809,-1,24875,Ba,0.846819876,0
12617,mp-605824,103,35,O,0.734241603,0.580011663
12618,mp-605835,52,27,Nd,0.092154333,0.714554929
12619,mp-605854,3,16,Co,0.748826836,1
12620,mp-605856,-1,24875,O,0.846819876,0
12621,mp-605860,-1,24875,Ba,0.846819876,0
12622,mp-605867,-1,24875,Ce,0.846819876,0
12623,mp-605873,52,27,Pr,0.092154333,0.721926749
12624,mp-605878,52,27,La,0.092154333,0.764735881
12625,mp-605912,-1,24875,Ni,0.846819876,0
12626,mp-606102,-1,24875,Ce,0.846819876,0
12627,mp-606121,-1,24875,Ce,0.846819876,0
12628,mp-606313,-1,24875,O,0.846819876,0
12629,mp-606377,-1,24875,Ce,0.846819876,0
12630,mp-606393,-1,24875,Br,0.846819876,0
12631,mp-606510,-1,24875,I,0.846819876,0
12632,mp-606617,138,40,Cu,0.740740835,0.350388186
12633,mp-606644,-1,24875,P,0.846819876,0
12634,mp-606650,-1,24875,N,0.846819876,0
12635,mp-606671,107,493,C,0.439191259,0.98812002
12636,mp-606675,-1,24875,Ni,0.846819876,0
12637,mp-606691,-1,24875,O,0.846819876,0
12638,mp-606703,-1,24875,Ce,0.846819876,0
12639,mp-606777,-1,24875,Eu,0.846819876,0
12640,mp-606912,-1,24875,Cl,0.846819876,0
12641,mp-607004,-1,24875,Ce,0.846819876,0
12642,mp-607026,-1,24875,O,0.846819876,0
12643,mp-607077,17,18,Ce,0.62428491,0.979758042
12644,mp-607138,-1,24875,Sc,0.846819876,0
12645,mp-607169,-1,24875,Eu,0.846819876,0
12646,mp-607182,146,14,Gd,0.806195493,1
12647,mp-607223,149,142,Np,0.353649831,0.769892134
12648,mp-607267,-1,24875,Cl,0.846819876,0
12649,mp-607291,-1,24875,Cu,0.846819876,0
12650,mp-607298,-1,24875,Cl,0.846819876,0
12651,mp-607399,-1,24875,Cr,0.846819876,0
12652,mp-607436,-1,24875,Cl,0.846819876,0
12653,mp-607454,-1,24875,Cl,0.846819876,0
12654,mp-607464,-1,24875,Re,0.846819876,0
12655,mp-607712,-1,24875,N,0.846819876,0
12656,mp-607725,-1,24875,Ce,0.846819876,0
12657,mp-607738,-1,24875,Ce,0.846819876,0
12658,mp-607806,-1,24875,Se,0.846819876,0
12659,mp-607816,-1,24875,U,0.846819876,0
12660,mp-607824,-1,24875,O,0.846819876,0
12661,mp-607826,-1,24875,Eu,0.846819876,0
12662,mp-607829,-1,24875,I,0.846819876,0
12663,mp-607841,-1,24875,O,0.846819876,0
12664,mp-607917,-1,24875,Fe,0.846819876,0
12665,mp-607931,-1,24875,O,0.846819876,0
12666,mp-607953,-1,24875,Fe,0.846819876,0
12667,mp-607987,-1,24875,I,0.846819876,0
12668,mp-607990,-1,24875,Co,0.846819876,0
12669,mp-608014,-1,24875,O,0.846819876,0
12670,mp-608016,116,113,Fe,0.996338069,0.753335868
12671,mp-608031,-1,24875,Np,0.846819876,0
12672,mp-608071,-1,24875,O,0.846819876,0
12673,mp-608080,-1,24875,O,0.846819876,0
12674,mp-608100,-1,24875,S,0.846819876,0
12675,mp-608106,-1,24875,I,0.846819876,0
12676,mp-608206,-1,24875,I,0.846819876,0
12677,mp-608314,-1,24875,Cl,0.846819876,0
12678,mp-608317,-1,24875,N,0.846819876,0
12679,mp-608357,-1,24875,Ag,0.846819876,0
12680,mp-608358,-1,24875,Cu,0.846819876,0
12681,mp-608366,-1,24875,Cu,0.846819876,0
12682,mp-608398,-1,24875,Cl,0.846819876,0
12683,mp-608402,-1,24875,Zr,0.846819876,0
12684,mp-608408,173,107,Gd,0.352874125,0.04969461
12685,mp-608431,-1,24875,Os,0.846819876,0
12686,mp-608461,-1,24875,Pa,0.846819876,0
12687,mp-608469,63,282,Co,0.212178071,0.262113018
12688,mp-608490,-1,24875,Cl,0.846819876,0
12689,mp-608516,-1,24875,Cl,0.846819876,0
12690,mp-608517,109,77,Eu,0.30949115,0.606798279
12691,mp-608551,-1,24875,Ti,0.846819876,0
12692,mp-608555,-1,24875,Cl,0.846819876,0
12693,mp-608653,-1,24875,S,0.846819876,0
12694,mp-608655,-1,24875,Mn,0.846819876,0
12695,mp-609413,-1,24875,Eu,0.846819876,0
12696,mp-610190,-1,24875,Co,0.846819876,0
12697,mp-610232,6,15,V,0.891916891,1
12698,mp-610430,-1,24875,Br,0.846819876,0
12699,mp-610469,-1,24875,Ce,0.846819876,0
12700,mp-610645,100,295,Ce,0.554631053,0.239512452
12701,mp-610687,-1,24875,Ce,0.846819876,0
12702,mp-610706,169,214,Co,0.308432577,0.983333583
12703,mp-610738,-1,24875,Br,0.846819876,0
12704,mp-611062,79,25,Eu,0.668271389,0.96216229
12705,mp-611316,-1,24875,F,0.846819876,0
12706,mp-611601,-1,24875,Ni,0.846819876,0
12707,mp-611623,100,295,U,0.554631053,0.292817106
12708,mp-611817,-1,24875,O,0.846819876,0
12709,mp-612175,-1,24875,Eu,0.846819876,0
12710,mp-612405,-1,24875,O,0.846819876,0
12711,mp-612946,-1,24875,O,0.846819876,0
12712,mp-613052,-1,24875,Eu,0.846819876,0
12713,mp-613162,-1,24875,Se,0.846819876,0
12714,mp-613206,79,25,Eu,0.668271389,1
12715,mp-613523,-1,24875,Fe,0.846819876,0
12716,mp-613545,-1,24875,Cl,0.846819876,0
12717,mp-613569,-1,24875,F,0.846819876,0
12718,mp-613620,-1,24875,Rh,0.846819876,0
12719,mp-613677,-1,24875,Gd,0.846819876,0
12720,mp-613839,-1,24875,Mn,0.846819876,0
12721,mp-613910,-1,24875,F,0.846819876,0
12722,mp-613927,-1,24875,Ce,0.846819876,0
12723,mp-613989,-1,24875,Pu,0.846819876,0
12724,mp-614311,-1,24875,S,0.846819876,0
12725,mp-614325,-1,24875,Re,0.846819876,0
12726,mp-614455,107,493,Gd,0.439191259,0.874067175
12727,mp-614481,169,214,Gd,0.308432577,0.845826835
12728,mp-614489,173,107,Gd,0.352874125,0.981257474
12729,mp-614502,174,18,Gd,0.800982173,1
12730,mp-614628,-1,24875,O,0.846819876,0
12731,mp-614724,-1,24875,F,0.846819876,0
12732,mp-614777,-1,24875,F,0.846819876,0
12733,mp-614803,-1,24875,O,0.846819876,0
12734,mp-614895,149,142,Pu,0.353649831,0.750018421
12735,mp-614951,-1,24875,O,0.846819876,0
12736,mp-614964,-1,24875,O,0.846819876,0
12737,mp-614997,38,22,S,0.468463758,1
12738,mp-615138,-1,24875,Mn,0.846819876,0
12739,mp-615366,-1,24875,Fe,0.846819876,0
12740,mp-615420,-1,24875,Cu,0.846819876,0
12741,mp-615444,-1,24875,Cr,0.846819876,0
12742,mp-615537,-1,24875,Pd,0.846819876,0
12743,mp-615746,-1,24875,F,0.846819876,0
12744,mp-615754,140,34,Cu,0.760770022,1
12745,mp-615789,81,47,Cu,0.579836121,0.489647916
12746,mp-615833,-1,24875,Cl,0.846819876,0
12747,mp-615850,-1,24875,O,0.846819876,0
12748,mp-615993,-1,24875,O,0.846819876,0
12749,mp-616023,-1,24875,Fe,0.846819876,0
12750,mp-616135,-1,24875,P,0.846819876,0
12751,mp-616160,-1,24875,Mn,0.846819876,0
12752,mp-616173,-1,24875,Ce,0.846819876,0
12753,mp-616175,-1,24875,Eu,0.846819876,0
12754,mp-616196,-1,24875,I,0.846819876,0
12755,mp-616204,-1,24875,Cl,0.846819876,0
12756,mp-616215,63,282,Fe,0.212178071,0.096611305
12757,mp-616218,-1,24875,I,0.846819876,0
12758,mp-616232,-1,24875,O,0.846819876,0
12759,mp-616249,-1,24875,Os,0.846819876,0
12760,mp-616407,-1,24875,O,0.846819876,0
12761,mp-616439,-1,24875,Cu,0.846819876,0
12762,mp-616455,-1,24875,Cl,0.846819876,0
12763,mp-616458,-1,24875,O,0.846819876,0
12764,mp-616461,-1,24875,Cl,0.846819876,0
