,MP-ID,Cluster_ID,cluster_size,sublattice_element,dbcv_cluster,probabilities
0,mp-7,-1,24875,S,0.846819876,0
1,mp-25,63,282,N,0.212178071,0.104164687
2,mp-35,-1,24875,Mn,0.846819876,0
3,mp-43,-1,24875,U,0.846819876,0
4,mp-83,38,22,S,0.468463758,0.972128757
5,mp-118,-1,24875,P,0.846819876,0
6,mp-155,168,30,Gd,0.260129616,1
7,mp-172,31,43,Nd,0.538096323,0.945455554
8,mp-183,107,493,Ce,0.439191259,0.881754915
9,mp-186,-1,24875,Si,0.846819876,0
10,mp-202,-1,24875,Te,0.846819876,0
11,mp-210,-1,24875,Ba,0.846819876,0
12,mp-216,66,39,O,0.740726755,0.529650522
13,mp-218,66,39,O,0.740726755,1
14,mp-223,-1,24875,O,0.846819876,0
15,mp-226,-1,24875,Fe,0.846819876,0
16,mp-230,-1,24875,O,0.846819876,0
17,mp-243,63,282,C,0.212178071,0.112747986
18,mp-254,-1,24875,F,0.846819876,0
19,mp-287,-1,24875,U,0.846819876,0
20,mp-294,-1,24875,O,0.846819876,0
21,mp-299,-1,24875,Mo,0.846819876,0
22,mp-306,-1,24875,O,0.846819876,0
23,mp-308,-1,24875,U,0.846819876,0
24,mp-310,73,15,Np,1,5.69E-09
25,mp-334,-1,24875,F,0.846819876,0
26,mp-337,107,493,Pu,0.439191259,0.804641557
27,mp-355,-1,24875,Nd,0.846819876,0
28,mp-356,11,51,Co,0.616232202,0.949614573
29,mp-368,-1,24875,P,0.846819876,0
30,mp-383,-1,24875,Te,0.846819876,0
31,mp-387,169,214,Ce,0.308432577,0.854612736
32,mp-392,110,45,U,0.656508826,0.889447382
33,mp-394,144,131,Ce,0.642687673,1
34,mp-397,-1,24875,Cd,0.846819876,0
35,mp-411,36,28,Co,0.915931655,1
36,mp-413,92,37,U,0.66472661,0.890806586
37,mp-449,56,59,Fe,0.666584855,0.858901559
38,mp-457,107,493,Ce,0.439191259,0.607741151
39,mp-466,-1,24875,Nb,0.846819876,0
40,mp-468,-1,24875,F,0.846819876,0
41,mp-472,74,52,U,0.237824832,1
42,mp-473,-1,24875,P,0.846819876,0
43,mp-491,110,45,La,0.656508826,1
44,mp-502,-1,24875,S,0.846819876,0
45,mp-519,172,39,U,0.799275767,0.922817112
46,mp-528,-1,24875,U,0.846819876,0
47,mp-531,-1,24875,Si,0.846819876,0
48,mp-566,-1,24875,Ce,0.846819876,0
49,mp-569,44,33,Co,0.747557307,0.524276494
50,mp-582,74,52,Ce,0.237824832,0.940307014
51,mp-588,-1,24875,F,0.846819876,0
52,mp-597,-1,24875,Ti,0.846819876,0
53,mp-604,-1,24875,O,0.846819876,0
54,mp-606,110,45,U,0.656508826,0.775287738
55,mp-607,73,15,Ce,1,1
56,mp-612,-1,24875,S,0.846819876,0
57,mp-614,63,282,O,0.212178071,0.106066474
58,mp-619,28,50,U,0.556914439,0.447711746
59,mp-639,-1,24875,U,0.846819876,0
60,mp-641,-1,24875,S,0.846819876,0
61,mp-644,-1,24875,Te,0.846819876,0
62,mp-654,11,51,Fe,0.616232202,0.490154587
63,mp-666,-1,24875,U,0.846819876,0
64,mp-679,66,39,O,0.740726755,1
65,mp-681,109,77,Eu,0.30949115,0.739054823
66,mp-690,-1,24875,S,0.846819876,0
67,mp-698,-1,24875,U,0.846819876,0
68,mp-702,107,493,Ce,0.439191259,0.830276217
69,mp-711,95,57,Ce,0.634396917,0.15921793
70,mp-723,-1,24875,Cr,0.846819876,0
71,mp-726,-1,24875,O,0.846819876,0
72,mp-733,-1,24875,O,0.846819876,0
73,mp-743,19,35,N,0.31065457,0.78502152
74,mp-748,-1,24875,Ti,0.846819876,0
75,mp-761,144,131,Ce,0.642687673,1
76,mp-764,44,33,Co,0.747557307,0.483000098
77,mp-774,44,33,Ni,0.747557307,1
78,mp-775,32,22,Er,0.793849002,0.534077635
79,mp-787,110,45,U,0.656508826,0.879329367
80,mp-807,172,39,Np,0.799275767,0.188623942
81,mp-809,44,33,Co,0.747557307,0.928209252
82,mp-812,66,39,O,0.740726755,1
83,mp-821,-1,24875,Nb,0.846819876,0
84,mp-843,11,51,Fe,0.616232202,0.542611568
85,mp-844,-1,24875,N,0.846819876,0
86,mp-853,44,33,Ni,0.747557307,0.75702636
87,mp-863,73,15,Pu,1,1
88,mp-878,-1,24875,S,0.846819876,0
89,mp-879,110,45,La,0.656508826,0.715619188
90,mp-880,11,51,Fe,0.616232202,0.599224994
91,mp-881,107,493,Np,0.439191259,0.820245203
92,mp-909,-1,24875,Se,0.846819876,0
93,mp-943,-1,24875,Co,0.846819876,0
94,mp-951,74,52,Ce,0.237824832,0.875150387
95,mp-956,-1,24875,U,0.846819876,0
96,mp-964,-1,24875,Cr,0.846819876,0
97,mp-973,-1,24875,U,0.846819876,0
98,mp-975,-1,24875,F,0.846819876,0
99,mp-976,-1,24875,V,0.846819876,0
100,mp-978,-1,24875,Sn,0.846819876,0
101,mp-980,145,70,U,0.578747282,0.809843242
102,mp-986,107,493,Ce,0.439191259,0.845703828
103,mp-995,74,52,Eu,0.237824832,1
104,mp-1015,115,30,Mn,0.715652515,0.894757813
105,mp-1016,-1,24875,Pu,0.846819876,0
106,mp-1023,11,51,Co,0.616232202,0.496376603
107,mp-1029,107,493,F,0.439191259,0.729895391
108,mp-1031,107,493,Gd,0.439191259,0.985045206
109,mp-1043,116,113,V,0.996338069,1
110,mp-1045,66,39,O,0.740726755,0.750896575
111,mp-1051,36,28,Ni,0.915931655,1
112,mp-1056,66,39,O,0.740726755,1
113,mp-1062,107,493,Ce,0.439191259,0.873421515
114,mp-1074,-1,24875,Si,0.846819876,0
115,mp-1075,44,33,Ni,0.747557307,1
116,mp-1085,74,52,U,0.237824832,1
117,mp-1096,173,107,Ce,0.352874125,1
118,mp-1107,90,24,Th,0.646151,0.98351677
119,mp-1111,56,59,Mn,0.666584855,0.984973789
120,mp-1112,74,52,Ce,0.237824832,0.893769837
121,mp-1147,-1,24875,Ti,0.846819876,0
122,mp-1163,107,493,U,0.439191259,0.816028825
123,mp-1179,44,33,Ni,0.747557307,0.940417261
124,mp-1200,44,33,Co,0.747557307,1
125,mp-1217,103,35,Si,0.734241603,0.411772812
126,mp-1237,28,50,U,0.556914439,0.376568077
127,mp-1261,107,493,Eu,0.439191259,0.883366021
128,mp-1273,-1,24875,Ge,0.846819876,0
129,mp-1311,-1,24875,Cr,0.846819876,0
130,mp-1314,-1,24875,Si,0.846819876,0
131,mp-1323,-1,24875,F,0.846819876,0
132,mp-1355,14,19,Mn,0.803867331,1
133,mp-1382,110,45,Ce,0.656508826,1
134,mp-1383,74,52,U,0.237824832,0.912886847
135,mp-1384,44,33,Ir,0.747557307,1
136,mp-1385,-1,24875,Ce,0.846819876,0
137,mp-1389,-1,24875,Pu,0.846819876,0
138,mp-1397,-1,24875,Te,0.846819876,0
139,mp-1409,148,32,Ni,0.522054744,0.914288335
140,mp-1419,-1,24875,N,0.846819876,0
141,mp-1422,74,52,Gd,0.237824832,1
142,mp-1426,11,51,Fe,0.616232202,0.55845418
143,mp-1427,66,39,O,0.740726755,0.8895234
144,mp-1428,-1,24875,Ni,0.846819876,0
145,mp-1429,44,33,Co,0.747557307,1
146,mp-1436,109,77,Eu,0.30949115,0.996556281
147,mp-1455,-1,24875,Mn,0.846819876,0
148,mp-1468,-1,24875,S,0.846819876,0
149,mp-1469,-1,24875,P,0.846819876,0
150,mp-1473,-1,24875,Fe,0.846819876,0
151,mp-1477,-1,24875,Si,0.846819876,0
152,mp-1478,-1,24875,Cu,0.846819876,0
153,mp-1506,31,43,Sm,0.538096323,0.982457103
154,mp-1510,11,51,Fe,0.616232202,0.545134623
155,mp-1513,-1,24875,Co,0.846819876,0
156,mp-1518,107,493,Ce,0.439191259,0.985045206
157,mp-1521,-1,24875,Mo,0.846819876,0
158,mp-1525,169,214,Ce,0.308432577,0.916056931
159,mp-1553,44,33,Ni,0.747557307,0.902813615
160,mp-1556,177,111,Pu,0.846819876,1
161,mp-1559,-1,24875,N,0.846819876,0
162,mp-1567,44,33,Ni,0.747557307,0.951598595
163,mp-1568,-1,24875,P,0.846819876,0
164,mp-1581,-1,24875,O,0.846819876,0
165,mp-1582,-1,24875,O,0.846819876,0
166,mp-1588,-1,24875,C,0.846819876,0
167,mp-1597,173,107,U,0.352874125,0.419119174
168,mp-1619,-1,24875,Si,0.846819876,0
169,mp-1654,74,52,Ce,0.237824832,0.949851216
170,mp-1655,73,15,U,1,1
171,mp-1657,92,37,U,0.66472661,0.878701049
172,mp-1658,66,39,O,0.740726755,0.268542733
173,mp-1666,-1,24875,S,0.846819876,0
174,mp-1673,31,43,Tb,0.538096323,0.973780693
175,mp-1679,-1,24875,Ni,0.846819876,0
176,mp-1707,19,35,N,0.31065457,0.76018738
177,mp-1714,33,75,Fe,0.410544059,0.907531909
178,mp-1716,-1,24875,Rh,0.846819876,0
179,mp-1721,-1,24875,C,0.846819876,0
180,mp-1724,11,51,Fe,0.616232202,0.488494242
181,mp-1726,-1,24875,O,0.846819876,0
182,mp-1729,116,113,Fe,0.996338069,1.84E-09
183,mp-1731,44,33,Co,0.747557307,0.622254398
184,mp-1745,-1,24875,O,0.846819876,0
185,mp-1747,169,214,Te,0.308432577,0.908859444
186,mp-1754,140,34,U,0.760770022,1
187,mp-1759,-1,24875,U,0.846819876,0
188,mp-1760,-1,24875,U,0.846819876,0
189,mp-1767,66,39,O,0.740726755,0.995281794
190,mp-1777,-1,24875,Ge,0.846819876,0
191,mp-1798,175,34,Ce,0.237395495,0.930608682
192,mp-1804,168,30,Fe,0.260129616,1
193,mp-1806,-1,24875,O,0.846819876,0
194,mp-1808,5,40,Ti,0.976662546,1
195,mp-1824,44,33,Ni,0.747557307,1
196,mp-1840,-1,24875,O,0.846819876,0
197,mp-1849,-1,24875,Mn,0.846819876,0
198,mp-1852,133,63,U,0.150229623,1
199,mp-1854,74,52,Eu,0.237824832,0.841567107
200,mp-1875,139,19,F,0.668608878,0.979858013
201,mp-1888,103,35,Ge,0.734241603,0.422032812
202,mp-1897,74,52,Pu,0.237824832,0.916458823
203,mp-1898,128,19,Ce,0.606904145,1
204,mp-1908,31,43,Pr,0.538096323,0.924278901
205,mp-1910,144,131,Ce,0.642687673,1
206,mp-1911,107,493,Ce,0.439191259,0.805464377
207,mp-1928,74,52,Pu,0.237824832,0.932564109
208,mp-1959,173,107,Pu,0.352874125,0.85423895
209,mp-1967,-1,24875,Ta,0.846819876,0
210,mp-1974,28,50,Ce,0.556914439,0.545059853
211,mp-1990,-1,24875,As,0.846819876,0
212,mp-1992,-1,24875,Pu,0.846819876,0
213,mp-1999,132,31,O,0.181271074,1
214,mp-2018,15,37,Fe,0.854371851,0.659223915
215,mp-2033,168,30,Ni,0.260129616,1
216,mp-2042,36,28,Ni,0.915931655,1
217,mp-2056,-1,24875,Ni,0.846819876,0
218,mp-2058,-1,24875,Ni,0.846819876,0
219,mp-2066,144,131,Eu,0.642687673,1
220,mp-2084,-1,24875,Ir,0.846819876,0
221,mp-2086,169,214,Pu,0.308432577,0.914313648
222,mp-2088,74,52,Ce,0.237824832,0.997377929
223,mp-2092,107,493,Ce,0.439191259,0.876858564
224,mp-2098,74,52,Ce,0.237824832,0.896525508
225,mp-2104,173,107,U,0.352874125,0.956619519
226,mp-2109,74,52,Ce,0.237824832,0.94150167
227,mp-2137,-1,24875,Ni,0.846819876,0
228,mp-2146,103,35,Ge,0.734241603,0.421390716
229,mp-2149,74,52,Np,0.237824832,0.926575454
230,mp-2152,44,33,Ni,0.747557307,1
231,mp-2154,175,34,Ce,0.237395495,1
232,mp-2173,-1,24875,O,0.846819876,0
233,mp-2184,-1,24875,O,0.846819876,0
234,mp-2209,145,70,Ce,0.578747282,0.868679079
235,mp-2216,11,51,Co,0.616232202,0.500623805
236,mp-2232,-1,24875,S,0.846819876,0
237,mp-2234,-1,24875,S,0.846819876,0
238,mp-2236,-1,24875,U,0.846819876,0
239,mp-2254,-1,24875,O,0.846819876,0
240,mp-2269,170,28,U,0.456200681,0.366852535
241,mp-2275,-1,24875,F,0.846819876,0
242,mp-2279,107,493,Pu,0.439191259,0.745862514
243,mp-2288,169,214,Pu,0.308432577,0.890023752
244,mp-2289,100,295,Ce,0.554631053,0.496452563
245,mp-2292,66,39,O,0.740726755,0.411838241
246,mp-2295,116,113,Ni,0.996338069,0.201452138
247,mp-2296,-1,24875,Ni,0.846819876,0
248,mp-2317,44,33,Ni,0.747557307,0.776640618
249,mp-2345,66,39,O,0.740726755,1
250,mp-2361,56,59,Hf,0.666584855,0.850354301
251,mp-2370,44,33,Ni,0.747557307,1
252,mp-2409,-1,24875,Ni,0.846819876,0
253,mp-2413,149,142,Ce,0.353649831,0.750018421
254,mp-2414,-1,24875,O,0.846819876,0
255,mp-2416,-1,24875,F,0.846819876,0
256,mp-2423,173,107,U,0.352874125,0.641452996
257,mp-2436,144,131,Eu,0.642687673,1
258,mp-2447,-1,24875,Se,0.846819876,0
259,mp-2452,-1,24875,O,0.846819876,0
260,mp-2454,115,30,Fe,0.715652515,1
261,mp-2496,-1,24875,Sn,0.846819876,0
262,mp-2497,107,493,Gd,0.439191259,0.752544989
263,mp-2503,-1,24875,Pd,0.846819876,0
264,mp-2512,-1,24875,Pd,0.846819876,0
265,mp-2514,-1,24875,P,0.846819876,0
266,mp-2523,107,493,Pu,0.439191259,0.852167293
267,mp-2531,11,51,Co,0.616232202,0.499403195
268,mp-2548,169,214,Pu,0.308432577,0.86300136
269,mp-2551,44,33,Co,0.747557307,1
270,mp-2562,168,30,Mn,0.260129616,1
271,mp-2563,169,214,Ce,0.308432577,0.817822447
272,mp-2565,-1,24875,S,0.846819876,0
273,mp-2566,169,214,Pu,0.308432577,0.912540008
274,mp-2571,63,282,O,0.212178071,0.107464842
275,mp-2584,36,28,Fe,0.915931655,0.792882827
276,mp-2588,36,28,Co,0.915931655,0.965580294
277,mp-2622,110,45,Pa,0.656508826,0.752416943
278,mp-2625,-1,24875,U,0.846819876,0
279,mp-2629,-1,24875,Ce,0.846819876,0
280,mp-2632,-1,24875,F,0.846819876,0
281,mp-2636,107,493,Gd,0.439191259,0.819660269
282,mp-2650,-1,24875,S,0.846819876,0
283,mp-2651,-1,24875,F,0.846819876,0
284,mp-2652,66,39,O,0.740726755,1
285,mp-2675,115,30,Ni,0.715652515,0.994568185
286,mp-2689,44,33,Fe,0.747557307,1
287,mp-2707,92,37,U,0.66472661,0.867999611
288,mp-2716,-1,24875,Ti,0.846819876,0
289,mp-2717,-1,24875,Ni,0.846819876,0
290,mp-2721,168,30,Ce,0.260129616,0.974480161
291,mp-2729,-1,24875,Os,0.846819876,0
292,mp-2748,172,39,Ce,0.799275767,1
293,mp-2750,-1,24875,Cr,0.846819876,0
294,mp-2753,-1,24875,S,0.846819876,0
295,mp-2754,103,35,Fe,0.734241603,0.617071165
296,mp-2756,107,493,Ce,0.439191259,0.768543114
297,mp-2759,14,19,Fe,0.803867331,1
298,mp-2764,36,28,Ni,0.915931655,1
299,mp-2779,-1,24875,Fe,0.846819876,0
300,mp-2780,-1,24875,Fe,0.846819876,0
301,mp-2794,-1,24875,Fe,0.846819876,0
302,mp-2801,109,77,Ce,0.30949115,0.599667411
303,mp-2804,-1,24875,P,0.846819876,0
304,mp-2827,44,33,Co,0.747557307,1
305,mp-2832,-1,24875,Cr,0.846819876,0
306,mp-2837,44,33,Co,0.747557307,0.428366908
307,mp-2838,-1,24875,Ni,0.846819876,0
308,mp-2839,-1,24875,Ce,0.846819876,0
309,mp-2840,74,52,Pu,0.237824832,0.840344705
310,mp-2848,-1,24875,Pu,0.846819876,0
311,mp-2849,-1,24875,U,0.846819876,0
312,mp-2856,-1,24875,Mn,0.846819876,0
313,mp-2863,177,111,Ce,0.846819876,1
314,mp-2868,-1,24875,Th,0.846819876,0
315,mp-2878,-1,24875,O,0.846819876,0
316,mp-2879,156,146,O,0.423239754,0.872206951
317,mp-2882,-1,24875,Cu,0.846819876,0
318,mp-2883,22,72,O,0.463667308,0.612278366
319,mp-2884,-1,24875,Mn,0.846819876,0
320,mp-2885,114,16,Mo,0.758831279,1
321,mp-2892,82,26,O,0.677413312,1
322,mp-2895,-1,24875,O,0.846819876,0
323,mp-2903,144,131,U,0.642687673,1
324,mp-2910,-1,24875,F,0.846819876,0
325,mp-2911,-1,24875,P,0.846819876,0
326,mp-2923,27,15,Os,0.572604745,1
327,mp-2928,-1,24875,Fe,0.846819876,0
328,mp-2931,159,17,O,0.328805366,0.995123128
329,mp-2939,-1,24875,O,0.846819876,0
330,mp-2943,77,27,F,0.412494567,0.582197414
331,mp-2948,-1,24875,N,0.846819876,0
332,mp-2951,-1,24875,O,0.846819876,0
333,mp-2955,156,146,F,0.423239754,1
334,mp-2956,-1,24875,Co,0.846819876,0
335,mp-2965,100,295,Ce,0.554631053,0.426510471
336,mp-2968,-1,24875,Mn,0.846819876,0
337,mp-2970,-1,24875,O,0.846819876,0
338,mp-2971,-1,24875,U,0.846819876,0
339,mp-2973,-1,24875,O,0.846819876,0
340,mp-2980,-1,24875,O,0.846819876,0
341,mp-2981,-1,24875,Ca,0.846819876,0
342,mp-2983,-1,24875,N,0.846819876,0
343,mp-2995,-1,24875,Fe,0.846819876,0
344,mp-3006,-1,24875,Pd,0.846819876,0
345,mp-3010,-1,24875,F,0.846819876,0
346,mp-3017,91,48,Co,0.498253146,1
347,mp-3031,-1,24875,O,0.846819876,0
348,mp-3032,-1,24875,F,0.846819876,0
349,mp-3033,-1,24875,O,0.846819876,0
350,mp-3035,100,295,Ce,0.554631053,1
351,mp-3037,-1,24875,U,0.846819876,0
352,mp-3042,-1,24875,F,0.846819876,0
353,mp-3045,7,16,Fe,0.932380883,1
354,mp-3048,-1,24875,U,0.846819876,0
355,mp-3050,75,67,O,0.5187034,1
356,mp-3051,-1,24875,O,0.846819876,0
357,mp-3071,-1,24875,Ni,0.846819876,0
358,mp-3073,-1,24875,O,0.846819876,0
359,mp-3074,-1,24875,Ag,0.846819876,0
360,mp-3075,-1,24875,S,0.846819876,0
361,mp-3079,-1,24875,O,0.846819876,0
362,mp-3080,-1,24875,O,0.846819876,0
363,mp-3082,-1,24875,O,0.846819876,0
364,mp-3084,16,61,Ni,0.744046458,0.609516788
365,mp-3094,-1,24875,O,0.846819876,0
366,mp-3107,-1,24875,O,0.846819876,0
367,mp-3109,-1,24875,U,0.846819876,0
368,mp-3114,-1,24875,O,0.846819876,0
369,mp-3118,-1,24875,O,0.846819876,0
370,mp-3120,-1,24875,Cu,0.846819876,0
371,mp-3138,167,23,Sb,0.430510589,0.972972788
372,mp-3142,-1,24875,O,0.846819876,0
373,mp-3143,-1,24875,O,0.846819876,0
374,mp-3154,-1,24875,O,0.846819876,0
375,mp-3164,-1,24875,O,0.846819876,0
376,mp-3172,71,14,Ag,0.208998609,1
377,mp-3180,-1,24875,O,0.846819876,0
378,mp-3193,-1,24875,O,0.846819876,0
379,mp-3202,-1,24875,Ni,0.846819876,0
380,mp-3217,-1,24875,U,0.846819876,0
381,mp-3219,-1,24875,Eu,0.846819876,0
382,mp-3222,136,37,Ru,0.729339315,0.739717817
383,mp-3237,-1,24875,Cu,0.846819876,0
384,mp-3249,-1,24875,O,0.846819876,0
385,mp-3252,-1,24875,O,0.846819876,0
386,mp-3257,-1,24875,Se,0.846819876,0
387,mp-3258,37,24,Ru,0.290007438,1
388,mp-3263,-1,24875,U,0.846819876,0
389,mp-3269,-1,24875,F,0.846819876,0
390,mp-3273,-1,24875,O,0.846819876,0
391,mp-3281,-1,24875,O,0.846819876,0
392,mp-3283,-1,24875,O,0.846819876,0
393,mp-3284,79,25,Ce,0.668271389,1
394,mp-3285,-1,24875,O,0.846819876,0
395,mp-3286,100,295,Ce,0.554631053,0.597614252
396,mp-3288,-1,24875,O,0.846819876,0
397,mp-3289,-1,24875,Ni,0.846819876,0
398,mp-3297,-1,24875,O,0.846819876,0
399,mp-3303,100,295,Ce,0.554631053,0.425964751
400,mp-3311,-1,24875,O,0.846819876,0
401,mp-3312,-1,24875,Se,0.846819876,0
402,mp-3319,116,113,Rh,0.996338069,1
403,mp-3325,100,295,Ce,0.554631053,1
404,mp-3333,100,295,Eu,0.554631053,0.998002545
405,mp-3334,22,72,O,0.463667308,0.639337368
406,mp-3335,22,72,O,0.463667308,0.820479595
407,mp-3337,9,38,Ni,0.860609254,1
408,mp-3338,-1,24875,O,0.846819876,0
409,mp-3344,-1,24875,Ce,0.846819876,0
410,mp-3370,22,72,O,0.463667308,0.58242275
411,mp-3372,119,22,O,0.587787588,0.945676066
412,mp-3374,-1,24875,O,0.846819876,0
413,mp-3375,-1,24875,Rh,0.846819876,0
414,mp-3378,156,146,O,0.423239754,0.714326343
415,mp-3384,75,67,O,0.5187034,1
416,mp-3397,-1,24875,O,0.846819876,0
417,mp-3400,68,43,Mn,0.529865078,0.613156053
418,mp-3402,131,22,U,0.708988752,1
419,mp-3404,-1,24875,O,0.846819876,0
420,mp-3405,2,15,O,0.754240546,1
421,mp-3406,100,295,U,0.554631053,1
422,mp-3408,107,493,Ce,0.439191259,0.001902847
423,mp-3412,100,295,Eu,0.554631053,0.99900449
424,mp-3414,107,493,Ag,0.439191259,0.962976133
425,mp-3416,-1,24875,F,0.846819876,0
426,mp-3417,-1,24875,O,0.846819876,0
427,mp-3419,-1,24875,F,0.846819876,0
428,mp-3430,116,113,Ru,0.996338069,1
429,mp-3437,100,295,Ce,0.554631053,1
430,mp-3446,82,26,O,0.677413312,1
431,mp-3453,68,43,Mn,0.529865078,0.657165898
432,mp-3457,-1,24875,O,0.846819876,0
433,mp-3468,-1,24875,O,0.846819876,0
434,mp-3470,-1,24875,O,0.846819876,0
435,mp-3472,-1,24875,O,0.846819876,0
436,mp-3476,-1,24875,O,0.846819876,0
437,mp-3488,-1,24875,O,0.846819876,0
438,mp-3494,144,131,Ce,0.642687673,0.90388065
439,mp-3499,107,493,Pd,0.439191259,0.781020549
440,mp-3501,-1,24875,Fe,0.846819876,0
441,mp-3502,-1,24875,O,0.846819876,0
442,mp-3516,-1,24875,O,0.846819876,0
443,mp-3520,-1,24875,O,0.846819876,0
444,mp-3523,82,26,O,0.677413312,1
445,mp-3529,-1,24875,S,0.846819876,0
446,mp-3530,-1,24875,F,0.846819876,0
447,mp-3531,-1,24875,O,0.846819876,0
448,mp-3535,105,153,Ce,0.720180477,1
449,mp-3538,62,68,O,0.357078252,0.249604035
450,mp-3540,-1,24875,O,0.846819876,0
451,mp-3541,79,25,Ce,0.668271389,1
452,mp-3545,-1,24875,Ce,0.846819876,0
453,mp-3552,-1,24875,O,0.846819876,0
454,mp-3557,100,295,Eu,0.554631053,0.998120253
455,mp-3563,-1,24875,O,0.846819876,0
456,mp-3564,-1,24875,O,0.846819876,0
457,mp-3566,100,295,Ce,0.554631053,1
458,mp-3569,107,493,Os,0.439191259,0.806816088
459,mp-3575,-1,24875,O,0.846819876,0
460,mp-3579,-1,24875,U,0.846819876,0
461,mp-3581,-1,24875,Mn,0.846819876,0
462,mp-3583,-1,24875,U,0.846819876,0
463,mp-3584,-1,24875,O,0.846819876,0
464,mp-3589,-1,24875,O,0.846819876,0
465,mp-3592,53,15,S,0.638279003,1
466,mp-3594,-1,24875,O,0.846819876,0
467,mp-3598,1,28,Ru,0.286261728,0.910612519
468,mp-3601,107,493,U,0.439191259,0.002254305
469,mp-3603,-1,24875,Ce,0.846819876,0
470,mp-3618,33,75,Fe,0.410544059,0.750438201
471,mp-3622,-1,24875,Pd,0.846819876,0
472,mp-3626,-1,24875,O,0.846819876,0
473,mp-3627,62,68,Mo,0.357078252,1
474,mp-3629,-1,24875,O,0.846819876,0
475,mp-3633,-1,24875,Fe,0.846819876,0
476,mp-3638,-1,24875,Cu,0.846819876,0
477,mp-3640,9,38,Ni,0.860609254,0.666854818
478,mp-3652,-1,24875,Ta,0.846819876,0
479,mp-3660,-1,24875,O,0.846819876,0
480,mp-3663,114,16,Ta,0.758831279,1
481,mp-3667,-1,24875,S,0.846819876,0
482,mp-3669,146,14,Mn,0.806195493,1
483,mp-3671,-1,24875,O,0.846819876,0
484,mp-3680,-1,24875,Fe,0.846819876,0
485,mp-3688,22,72,O,0.463667308,0.554094302
486,mp-3689,7,16,Co,0.932380883,1
487,mp-3694,-1,24875,S,0.846819876,0
488,mp-3696,-1,24875,U,0.846819876,0
489,mp-3700,-1,24875,F,0.846819876,0
490,mp-3704,-1,24875,Mn,0.846819876,0
491,mp-3706,16,61,Co,0.744046458,0.480445499
492,mp-3708,-1,24875,Fe,0.846819876,0
493,mp-3719,-1,24875,S,0.846819876,0
494,mp-3727,153,15,O,0.699833143,1
495,mp-3731,-1,24875,O,0.846819876,0
496,mp-3735,-1,24875,O,0.846819876,0
497,mp-3758,100,295,Eu,0.554631053,1
498,mp-3759,-1,24875,O,0.846819876,0
499,mp-3768,-1,24875,O,0.846819876,0
500,mp-3771,-1,24875,O,0.846819876,0
501,mp-3775,-1,24875,F,0.846819876,0
502,mp-3778,116,113,Cr,0.996338069,0.799066547
503,mp-3779,-1,24875,Cr,0.846819876,0
504,mp-3782,-1,24875,O,0.846819876,0
505,mp-3787,30,22,Fe,0.723781278,1
506,mp-3788,-1,24875,O,0.846819876,0
507,mp-3789,84,26,O,0.445313043,0.95551587
508,mp-3790,-1,24875,Nb,0.846819876,0
509,mp-3792,156,146,O,0.423239754,1
510,mp-3797,-1,24875,S,0.846819876,0
511,mp-3799,-1,24875,Gd,0.846819876,0
512,mp-3816,-1,24875,Er,0.846819876,0
513,mp-3817,-1,24875,La,0.846819876,0
514,mp-3821,144,131,Pt,0.642687673,1
515,mp-3826,100,295,Ce,0.554631053,1
516,mp-3827,-1,24875,Fe,0.846819876,0
517,mp-3828,51,26,O,0.49621624,0.136475263
518,mp-3831,-1,24875,O,0.846819876,0
519,mp-3848,-1,24875,O,0.846819876,0
520,mp-3859,-1,24875,O,0.846819876,0
521,mp-3867,3,16,Co,0.748826836,1
522,mp-3868,-1,24875,Fe,0.846819876,0
523,mp-3870,-1,24875,O,0.846819876,0
524,mp-3879,-1,24875,Cu,0.846819876,0
525,mp-3880,116,113,Cr,0.996338069,1
526,mp-3884,22,72,O,0.463667308,0.548810063
527,mp-3890,-1,24875,Fe,0.846819876,0
528,mp-3891,-1,24875,Eu,0.846819876,0
529,mp-3897,-1,24875,S,0.846819876,0
530,mp-3901,-1,24875,O,0.846819876,0
531,mp-3910,72,15,Ce,0.999803881,1
532,mp-3917,-1,24875,O,0.846819876,0
533,mp-3919,-1,24875,O,0.846819876,0
534,mp-3922,-1,24875,S,0.846819876,0
535,mp-3925,117,37,Co,0.310983322,1
536,mp-3928,-1,24875,O,0.846819876,0
537,mp-3930,72,15,Mn,0.999803881,1
538,mp-3941,-1,24875,F,0.846819876,0
539,mp-3943,-1,24875,O,0.846819876,0
540,mp-3949,103,35,Si,0.734241603,0.454376376
541,mp-3952,82,26,O,0.677413312,0.973506334
542,mp-3954,-1,24875,S,0.846819876,0
543,mp-3955,-1,24875,O,0.846819876,0
544,mp-3956,-1,24875,O,0.846819876,0
545,mp-3962,-1,24875,O,0.846819876,0
546,mp-3963,-1,24875,O,0.846819876,0
547,mp-3967,-1,24875,O,0.846819876,0
548,mp-3970,-1,24875,F,0.846819876,0
549,mp-3972,-1,24875,Ce,0.846819876,0
550,mp-3975,-1,24875,F,0.846819876,0
551,mp-3977,-1,24875,O,0.846819876,0
552,mp-3978,-1,24875,O,0.846819876,0
553,mp-3980,-1,24875,F,0.846819876,0
554,mp-3996,-1,24875,O,0.846819876,0
555,mp-4002,168,30,F,0.260129616,0.602038898
556,mp-4016,-1,24875,S,0.846819876,0
557,mp-4019,156,146,O,0.423239754,0.774979683
